Date,Category,Product,START_OF_DAY,MADE_TODAY,AVAILABLE_TO_SELL,OUT_THE_DOOR,ORDERS_TODAY,REMOVED_AS_DAY_OLD,LEFT
2015-12-01,BREAD,H,11,39,50,36,1,0,13
2015-12-01,BREAD,FR,1,18,19,9,5,0,5
2015-12-01,BREAD,GW,3,5,8,8,0,0,0
2015-12-01,BREAD,DK,2,0,2,2,0,0,0
2015-12-01,BREAD,H5,0,28,28,23,0,0,5
2015-12-01,BREAD,CSWRL,4,12,16,12,1,0,3
2015-12-01,BREAD,Gift Swirl,0,12,12,-1,0,0,13
2015-12-01,BREAD,MP Swirl,0,12,12,12,0,0,0
2015-12-01,BREAD,PUMp SW,3,12,15,13,0,1,1
2015-12-01,BREAD,Cne,5,0,5,5,0,0,0
2015-12-01,BREAD,CnR,4,0,4,3,0,1,0
2015-12-01,BREAD,CnW,1,0,1,1,0,0,0
2015-12-01,BREAD,CB,0,12,12,4,0,0,8
2015-12-01,BREAD,CB-Gift,0,6,6,0,0,0,6
2015-12-01,BREAD,cg,5,0,5,5,0,0,0
2015-12-01,BREAD,VS,0,20,20,5,2,0,13
2015-12-01,BREAD,CrO,0,20,20,8,0,0,12
2015-12-01,BREAD,TS,0,18,18,9,4,0,5
2015-12-01,BREAD,AA,0,0,0,-4,0,0,4
2015-12-01,BREAD,IHF,0,0,0,0,0,0,0
2015-12-01,BREAD,car,7,0,7,6,0,1,0
2015-12-01,BREAD,bear,0,0,0,0,0,0,0
2015-12-01,BREAD,cRo-Rls,0,0,0,0,0,0,0
2015-12-01,BREAD,but-rls,3,4,7,1,0,2,4
2015-12-01,BREAD,H-RLS,2,2,4,3,0,0,1
2015-12-01,BREAD,FR-RLS,3,5,8,0,0,3,5
2015-12-01,BREAD,VS-RLS,0,5,5,1,0,0,4
2015-12-01,BREAD,eggnog,0,6,6,4,0,0,2
2015-12-01,BREAD,Mex Choc,2,4,6,2,0,0,4
2015-12-01,BREAD,Pump Choc,6,6,12,1,2,5,4
2015-12-01,BREAD,Blueberry,2,3,5,3,0,0,2
2015-12-01,ROLLS,Cinnamon,0,24,24,18,0,6,0
2015-12-01,ROLLS,Mini C-Roll,0,0,0,0,0,0,0
2015-12-01,SCONES,Cherry,0,0,0,0,0,0,0
2015-12-01,SCONES,Blueberry,0,20,20,10,0,10,0
2015-12-01,SCONES,Cran Orange,0,8,8,8,0,0,0
2015-12-01,SCONES,Choc Chip,0,7,7,7,0,0,0
2015-12-01,SCONES,Cin Chip,0,0,0,0,0,0,0
2015-12-01,SCONES,Pumpkin,0,12,12,2,0,10,0
2015-12-01,FRUIT BARS,Blueberry,0,0,0,0,0,0,0
2015-12-01,FRUIT BARS,Cherry,0,0,0,0,0,0,0
2015-12-01,FRUIT BARS,Apple Cin,0,10,10,7,1,2,0
2015-12-01,FRUIT BARS,cran apple,0,10,10,5,1,4,0
2015-12-01,MUFFINS,eggnog,0,6,6,6,0,0,0
2015-12-01,MUFFINS,Mex Choc,0,6,6,0,0,6,0
2015-12-01,MUFFINS,Pump Choc,0,8,8,8,0,0,0
2015-12-01,MUFFINS,Blueberry,0,6,6,5,0,1,0
2015-12-01,COOKIES/BARS,Oatmeal CC,6,24,30,14,10,0,6
2015-12-01,COOKIES/BARS,candy crunch,0,18,18,9,4,0,5
2015-12-01,COOKIES/BARS,St nicker,0,24,24,3,4,0,17
2015-12-01,COOKIES/BARS,very merry,0,18,18,5,4,0,9
2015-12-01,COOKIES/BARS,Frosted,1,12,13,6,0,0,7
2015-12-01,COOKIES/BARS,pep brown,0,0,0,0,0,0,0
2015-12-01,COOKIES/BARS,Pumpkin,0,0,0,-4,0,4,0
2015-12-01,COOKIES/BARS,Kahuna,0,0,0,0,0,0,0
2015-12-01,COOKIES/BARS,Triple Choc,14,18,32,8,6,0,18
2015-12-01,COOKIES/BARS,Totals,21,231,228,99,30,37,62
2015-12-02,BREAD,H,13,53,66,21,0,0,45
2015-12-02,BREAD,FR,5,39,44,21,0,0,23
